pointId,easting,northing,elevation,surveyedAt
P02789,487836.01,5730268.66,26.671,2026-03-04T06:29:00.0000000+00:00
P02790,492289.56,5733284.63,8.533,2026-03-04T06:30:00.0000000+00:00
P02791,441734.62,5735039.62,35.820,2026-03-04T06:31:00.0000000+00:00
P02792,467492.62,5786984.69,36.463,2026-03-04T06:32:00.0000000+00:00
P02793,485753.13,5790938.86,7.187,2026-03-04T06:33:00.0000000+00:00
P02794,428604.52,5727763.86,20.434,2026-03-04T06:34:00.0000000+00:00
P02795,481028.05,5719098.44,55.092,2026-03-04T06:35:00.0000000+00:00
P02796,442904.87,5722823.84,76.139,2026-03-04T06:36:00.0000000+00:00
P02797,405170.13,5762237.85,22.783,2026-03-04T06:37:00.0000000+00:00
P02798,416824.18,5760921.83,72.168,2026-03-04T06:38:00.0000000+00:00
P02799,476179.05,5748123.14,31.565,2026-03-04T06:39:00.0000000+00:00
P02800,425558.55,5739410.91,73.338,2026-03-04T06:40:00.0000000+00:00
P02801,462966.23,5701259.77,23.525,2026-03-04T06:41:00.0000000+00:00
P02802,423485.00,5728069.77,73.954,2026-03-04T06:42:00.0000000+00:00
P02803,456537.43,5727913.49,62.043,2026-03-04T06:43:00.0000000+00:00
P02804,482489.97,5724460.02,61.556,2026-03-04T06:44:00.0000000+00:00
P02805,461131.28,5752682.66,53.300,2026-03-04T06:45:00.0000000+00:00
P02806,474522.13,5731424.28,19.012,2026-03-04T06:46:00.0000000+00:00
P02807,477042.39,5791675.08,54.799,2026-03-04T06:47:00.0000000+00:00
P02808,488743.99,5723937.52,52.916,2026-03-04T06:48:00.0000000+00:00
P02809,428605.76,5785128.35,8.846,2026-03-04T06:49:00.0000000+00:00
P02810,409369.60,5755332.45,14.982,2026-03-04T06:50:00.0000000+00:00
P02811,499833.57,5741528.97,2.680,2026-03-04T06:51:00.0000000+00:00
P02812,464005.28,5721232.26,65.307,2026-03-04T06:52:00.0000000+00:00
P02813,412657.74,5736596.44,12.688,2026-03-04T06:53:00.0000000+00:00
P02814,431737.08,5770424.61,33.832,2026-03-04T06:54:00.0000000+00:00
P02815,444953.39,5704402.46,17.615,2026-03-04T06:55:00.0000000+00:00
P02816,445961.31,5722498.93,7.032,2026-03-04T06:56:00.0000000+00:00
P02817,438427.90,5796691.55,79.298,2026-03-04T06:57:00.0000000+00:00
P02818,470397.01,5703678.54,20.350,2026-03-04T06:58:00.0000000+00:00
P02819,448058.64,5747141.86,12.081,2026-03-04T06:59:00.0000000+00:00
P02820,427808.38,5719482.58,47.630,2026-03-04T07:00:00.0000000+00:00
P02821,463645.17,5709091.59,72.409,2026-03-04T07:01:00.0000000+00:00
P02822,408295.19,5765511.33,5.227,2026-03-04T07:02:00.0000000+00:00
P02823,472124.75,5719748.40,81.357,2026-03-04T07:03:00.0000000+00:00
P02824,479558.90,5717026.69,88.541,2026-03-04T07:04:00.0000000+00:00
P02825,414378.59,5717610.14,59.697,2026-03-04T07:05:00.0000000+00:00
P02826,483810.80,5737722.33,83.714,2026-03-04T07:06:00.0000000+00:00
P02827,420750.10,5721328.62,41.032,2026-03-04T07:07:00.0000000+00:00
P02828,469543.14,5758786.24,12.379,2026-03-04T07:08:00.0000000+00:00
P02829,488411.87,5748125.83,70.624,2026-03-04T07:09:00.0000000+00:00
P02830,446011.94,5718523.54,40.212,2026-03-04T07:10:00.0000000+00:00
P02831,423351.93,5753579.95,44.259,2026-03-04T07:11:00.0000000+00:00
P02832,485061.38,5783604.48,17.799,2026-03-04T07:12:00.0000000+00:00
P02833,414384.16,5744580.13,89.839,2026-03-04T07:13:00.0000000+00:00
P02834,495387.90,5745052.79,23.784,2026-03-04T07:14:00.0000000+00:00
P02835,421665.00,5701401.75,78.979,2026-03-04T07:15:00.0000000+00:00
P02836,452930.65,5765351.00,35.520,2026-03-04T07:16:00.0000000+00:00
P02837,449626.73,5765261.32,35.759,2026-03-04T07:17:00.0000000+00:00
P02838,454395.40,5767394.68,62.618,2026-03-04T07:18:00.0000000+00:00
P02839,417834.32,5794495.34,53.553,2026-03-04T07:19:00.0000000+00:00
P02840,476161.43,5768028.75,66.494,2026-03-04T07:20:00.0000000+00:00
P02841,424540.09,5750827.85,85.539,2026-03-04T07:21:00.0000000+00:00
P02842,414618.14,5777475.92,57.259,2026-03-04T07:22:00.0000000+00:00
P02843,418695.62,5750724.69,22.858,2026-03-04T07:23:00.0000000+00:00
P02844,411013.53,5730655.39,51.554,2026-03-04T07:24:00.0000000+00:00
P02845,403449.18,5706303.10,21.956,2026-03-04T07:25:00.0000000+00:00
P02846,484054.74,5799768.15,7.295,2026-03-04T07:26:00.0000000+00:00
P02847,425093.68,5744752.13,48.551,2026-03-04T07:27:00.0000000+00:00
P02848,484416.25,5767996.68,14.969,2026-03-04T07:28:00.0000000+00:00
P02849,404588.07,5718526.82,57.205,2026-03-04T07:29:00.0000000+00:00
P02850,418797.85,5752280.95,73.770,2026-03-04T07:30:00.0000000+00:00
P02851,447695.04,5790317.81,7.897,2026-03-04T07:31:00.0000000+00:00
P02852,426211.02,5754240.21,39.564,2026-03-04T07:32:00.0000000+00:00
P02853,441057.97,5799973.75,49.321,2026-03-04T07:33:00.0000000+00:00
P02854,487455.34,5702491.09,4.169,2026-03-04T07:34:00.0000000+00:00
P02855,477098.01,5710298.79,87.232,2026-03-04T07:35:00.0000000+00:00
P02856,477261.29,5786527.67,59.489,2026-03-04T07:36:00.0000000+00:00
P02857,464798.02,5716894.78,38.129,2026-03-04T07:37:00.0000000+00:00
P02858,442746.83,5762994.62,37.665,2026-03-04T07:38:00.0000000+00:00
P02859,420572.43,5729938.20,7.472,2026-03-04T07:39:00.0000000+00:00
P02860,474510.38,5799132.73,4.066,2026-03-04T07:40:00.0000000+00:00
P02861,479440.46,5705877.30,39.143,2026-03-04T07:41:00.0000000+00:00
P02862,469950.73,5731915.51,9.525,2026-03-04T07:42:00.0000000+00:00
P02863,415242.09,5792630.89,59.220,2026-03-04T07:43:00.0000000+00:00
P02864,453927.15,5760676.43,52.537,2026-03-04T07:44:00.0000000+00:00
P02865,493333.57,5721797.39,83.273,2026-03-04T07:45:00.0000000+00:00
P02866,449823.91,5797814.10,88.953,2026-03-04T07:46:00.0000000+00:00
P02867,407107.11,5739484.48,82.678,2026-03-04T07:47:00.0000000+00:00
P02868,434623.69,5732516.77,4.987,2026-03-04T07:48:00.0000000+00:00
P02869,454644.85,5771807.77,17.897,2026-03-04T07:49:00.0000000+00:00
P02870,445930.35,5788337.52,33.868,2026-03-04T07:50:00.0000000+00:00
P02871,492521.30,5780064.04,1.193,2026-03-04T07:51:00.0000000+00:00
P02872,454711.04,5710380.97,74.547,2026-03-04T07:52:00.0000000+00:00
P02873,482558.05,5722952.92,8.890,2026-03-04T07:53:00.0000000+00:00
P02874,421235.15,5752215.23,76.082,2026-03-04T07:54:00.0000000+00:00
P02875,455515.72,5771933.08,57.631,2026-03-04T07:55:00.0000000+00:00
P02876,406977.54,5774143.52,50.613,2026-03-04T07:56:00.0000000+00:00
P02877,487789.30,5768359.13,20.999,2026-03-04T07:57:00.0000000+00:00
P02878,488341.57,5702602.17,85.142,2026-03-04T07:58:00.0000000+00:00
P02879,466748.53,5726544.99,27.217,2026-03-04T07:59:00.0000000+00:00
P02880,434588.69,5746090.71,44.284,2026-03-04T08:00:00.0000000+00:00
P02881,447405.46,5740597.47,81.274,2026-03-04T08:01:00.0000000+00:00
P02882,480649.29,5749097.61,4.791,2026-03-04T08:02:00.0000000+00:00
P02883,420737.08,5793222.52,31.272,2026-03-04T08:03:00.0000000+00:00
P02884,405635.38,5778203.57,37.112,2026-03-04T08:04:00.0000000+00:00
P02885,436591.07,5724091.52,16.867,2026-03-04T08:05:00.0000000+00:00
P02886,415308.15,5780953.39,59.761,2026-03-04T08:06:00.0000000+00:00
P02887,459349.41,5766992.75,32.646,2026-03-04T08:07:00.0000000+00:00
P02888,465119.05,5748075.47,70.228,2026-03-04T08:08:00.0000000+00:00
P02889,428489.82,5734710.18,59.105,2026-03-04T08:09:00.0000000+00:00
P02890,450257.89,5705232.29,9.825,2026-03-04T08:10:00.0000000+00:00
P02891,403326.28,5711786.62,41.890,2026-03-04T08:11:00.0000000+00:00
P02892,498152.80,5742285.17,83.936,2026-03-04T08:12:00.0000000+00:00
P02893,460284.30,5702133.13,83.361,2026-03-04T08:13:00.0000000+00:00
P02894,463173.89,5729234.01,21.357,2026-03-04T08:14:00.0000000+00:00
P02895,451998.96,5749773.70,80.760,2026-03-04T08:15:00.0000000+00:00
P02896,470869.30,5730444.84,64.081,2026-03-04T08:16:00.0000000+00:00
P02897,452866.02,5758952.59,44.976,2026-03-04T08:17:00.0000000+00:00
P02898,480546.11,5789401.41,52.357,2026-03-04T08:18:00.0000000+00:00
P02899,408444.36,5797092.69,59.215,2026-03-04T08:19:00.0000000+00:00
P02900,453365.02,5704275.76,9.497,2026-03-04T08:20:00.0000000+00:00
P02901,439295.27,5791199.66,41.629,2026-03-04T08:21:00.0000000+00:00
P02902,463193.75,5758592.93,54.898,2026-03-04T08:22:00.0000000+00:00
P02903,477217.04,5739863.31,18.125,2026-03-04T08:23:00.0000000+00:00
P02904,446369.10,5737967.14,55.529,2026-03-04T08:24:00.0000000+00:00
P02905,478990.01,5763825.08,27.697,2026-03-04T08:25:00.0000000+00:00
P02906,403872.76,5792342.09,17.215,2026-03-04T08:26:00.0000000+00:00
P02907,406463.14,5765115.26,70.826,2026-03-04T08:27:00.0000000+00:00
P02908,477146.14,5776021.07,82.620,2026-03-04T08:28:00.0000000+00:00
P02909,481637.21,5781354.91,26.994,2026-03-04T08:29:00.0000000+00:00
P02910,411780.25,5765846.38,78.444,2026-03-04T08:30:00.0000000+00:00
P02911,499092.54,5744864.88,81.838,2026-03-04T08:31:00.0000000+00:00
P02912,497522.68,5784456.18,22.063,2026-03-04T08:32:00.0000000+00:00
P02913,447459.19,5733046.55,33.474,2026-03-04T08:33:00.0000000+00:00
P02914,476912.71,5709960.01,24.092,2026-03-04T08:34:00.0000000+00:00
P02915,488435.12,5747206.92,87.944,2026-03-04T08:35:00.0000000+00:00
P02916,455663.68,5727130.20,24.236,2026-03-04T08:36:00.0000000+00:00
P02917,437771.88,5724346.92,8.238,2026-03-04T08:37:00.0000000+00:00
P02918,477551.63,5796687.74,39.097,2026-03-04T08:38:00.0000000+00:00
P02919,466417.56,5788373.18,55.154,2026-03-04T08:39:00.0000000+00:00
P02920,434485.97,5726943.35,0.779,2026-03-04T08:40:00.0000000+00:00
P02921,436626.04,5770590.90,56.569,2026-03-04T08:41:00.0000000+00:00
P02922,479238.26,5792494.09,15.485,2026-03-04T08:42:00.0000000+00:00
P02923,423124.84,5762057.86,21.640,2026-03-04T08:43:00.0000000+00:00
P02924,412544.13,5767928.37,23.409,2026-03-04T08:44:00.0000000+00:00
P02925,406075.37,5706845.11,77.301,2026-03-04T08:45:00.0000000+00:00
P02926,496685.02,5787977.46,50.050,2026-03-04T08:46:00.0000000+00:00
P02927,453241.87,5700595.39,86.174,2026-03-04T08:47:00.0000000+00:00
P02928,417265.57,5738890.39,85.766,2026-03-04T08:48:00.0000000+00:00
P02929,453391.48,5773010.62,20.869,2026-03-04T08:49:00.0000000+00:00
P02930,410013.99,5778181.29,75.254,2026-03-04T08:50:00.0000000+00:00
P02931,450063.67,5740607.62,11.154,2026-03-04T08:51:00.0000000+00:00
P02932,460566.76,5729160.56,29.367,2026-03-04T08:52:00.0000000+00:00
P02933,463427.72,5717702.50,18.694,2026-03-04T08:53:00.0000000+00:00
P02934,402082.66,5742035.30,52.378,2026-03-04T08:54:00.0000000+00:00
P02935,457104.33,5779050.01,32.563,2026-03-04T08:55:00.0000000+00:00
P02936,426879.23,5703612.75,80.281,2026-03-04T08:56:00.0000000+00:00
P02937,476844.54,5744270.23,71.185,2026-03-04T08:57:00.0000000+00:00
P02938,447469.96,5715469.36,89.503,2026-03-04T08:58:00.0000000+00:00
P02939,469214.59,5778997.08,24.176,2026-03-04T08:59:00.0000000+00:00
P02940,483365.19,5709267.02,4.789,2026-03-04T09:00:00.0000000+00:00
P02941,436369.59,5740329.72,27.092,2026-03-04T09:01:00.0000000+00:00
P02942,433107.88,5783048.89,66.652,2026-03-04T09:02:00.0000000+00:00
P02943,425190.78,5786983.23,74.618,2026-03-04T09:03:00.0000000+00:00
P02944,422355.20,5734269.28,28.768,2026-03-04T09:04:00.0000000+00:00
P02945,477386.18,5796089.85,82.698,2026-03-04T09:05:00.0000000+00:00
P02946,418923.74,5749611.65,78.197,2026-03-04T09:06:00.0000000+00:00
P02947,478202.74,5766280.06,2.112,2026-03-04T09:07:00.0000000+00:00
P02948,467274.79,5785904.13,75.489,2026-03-04T09:08:00.0000000+00:00
P02949,430701.59,5737103.47,72.844,2026-03-04T09:09:00.0000000+00:00
P02950,444696.07,5727656.63,85.119,2026-03-04T09:10:00.0000000+00:00
P02951,413173.47,5796405.13,63.995,2026-03-04T09:11:00.0000000+00:00
P02952,415684.59,5791511.67,40.080,2026-03-04T09:12:00.0000000+00:00
P02953,495613.16,5717630.23,55.521,2026-03-04T09:13:00.0000000+00:00
P02954,490949.63,5734626.47,49.319,2026-03-04T09:14:00.0000000+00:00
P02955,432764.71,5793637.65,18.794,2026-03-04T09:15:00.0000000+00:00
P02956,492102.14,5779302.54,83.560,2026-03-04T09:16:00.0000000+00:00
P02957,414855.54,5709115.86,88.236,2026-03-04T09:17:00.0000000+00:00
P02958,457410.63,5714561.29,46.642,2026-03-04T09:18:00.0000000+00:00
P02959,466829.21,5746190.75,65.317,2026-03-04T09:19:00.0000000+00:00
P02960,477330.66,5791954.64,72.990,2026-03-04T09:20:00.0000000+00:00
P02961,405932.50,5739279.12,67.305,2026-03-04T09:21:00.0000000+00:00
P02962,428749.41,5723115.61,7.073,2026-03-04T09:22:00.0000000+00:00
P02963,443028.04,5765668.10,80.917,2026-03-04T09:23:00.0000000+00:00
P02964,417403.03,5719789.29,88.989,2026-03-04T09:24:00.0000000+00:00
P02965,433266.16,5742200.47,69.270,2026-03-04T09:25:00.0000000+00:00
P02966,464049.50,5773676.10,72.474,2026-03-04T09:26:00.0000000+00:00
P02967,484365.45,5788355.83,0.104,2026-03-04T09:27:00.0000000+00:00
P02968,441161.05,5713534.38,29.679,2026-03-04T09:28:00.0000000+00:00
P02969,466036.66,5776249.00,42.767,2026-03-04T09:29:00.0000000+00:00
P02970,479248.76,5752213.40,70.585,2026-03-04T09:30:00.0000000+00:00
P02971,488374.81,5764299.96,87.577,2026-03-04T09:31:00.0000000+00:00
P02972,433682.32,5724212.18,23.443,2026-03-04T09:32:00.0000000+00:00
P02973,403393.33,5703410.09,79.931,2026-03-04T09:33:00.0000000+00:00
P02974,485383.94,5784106.74,73.106,2026-03-04T09:34:00.0000000+00:00
P02975,450778.63,5703377.96,27.038,2026-03-04T09:35:00.0000000+00:00
P02976,495268.44,5766570.29,86.191,2026-03-04T09:36:00.0000000+00:00
P02977,446170.45,5707623.55,4.995,2026-03-04T09:37:00.0000000+00:00
P02978,443699.47,5739732.31,87.136,2026-03-04T09:38:00.0000000+00:00
P02979,473293.69,5788373.59,49.843,2026-03-04T09:39:00.0000000+00:00
P02980,474425.14,5799592.53,40.337,2026-03-04T09:40:00.0000000+00:00
P02981,454360.36,5702120.20,20.826,2026-03-04T09:41:00.0000000+00:00
P02982,477828.73,5737805.84,56.431,2026-03-04T09:42:00.0000000+00:00
P02983,485495.29,5789285.84,27.337,2026-03-04T09:43:00.0000000+00:00
P02984,470909.18,5767030.89,21.609,2026-03-04T09:44:00.0000000+00:00
P02985,415456.36,5789026.82,49.815,2026-03-04T09:45:00.0000000+00:00
P02986,419555.92,5799764.73,1.684,2026-03-04T09:46:00.0000000+00:00
P02987,497412.23,5724932.57,48.232,2026-03-04T09:47:00.0000000+00:00
P02988,475814.89,5706779.45,66.253,2026-03-04T09:48:00.0000000+00:00
P02989,495066.89,5783497.65,74.263,2026-03-04T09:49:00.0000000+00:00
P02990,466704.64,5713033.41,4.867,2026-03-04T09:50:00.0000000+00:00
P02991,493586.95,5718172.56,58.706,2026-03-04T09:51:00.0000000+00:00
P02992,443360.11,5728152.20,78.072,2026-03-04T09:52:00.0000000+00:00
P02993,408778.13,5764907.43,12.346,2026-03-04T09:53:00.0000000+00:00
P02994,454120.70,5762576.63,78.655,2026-03-04T09:54:00.0000000+00:00
P02995,498028.53,5709766.73,6.368,2026-03-04T09:55:00.0000000+00:00
P02996,455405.56,5718389.38,57.584,2026-03-04T09:56:00.0000000+00:00
P02997,405069.19,5724324.36,1.619,2026-03-04T09:57:00.0000000+00:00
P02998,497236.74,5702689.76,51.689,2026-03-04T09:58:00.0000000+00:00
P02999,461472.22,5750658.78,78.347,2026-03-04T09:59:00.0000000+00:00
P03000,424167.29,5708457.52,52.110,2026-03-04T10:00:00.0000000+00:00
P03001,460869.69,5704424.91,58.309,2026-03-04T10:01:00.0000000+00:00
P03002,488883.70,5750258.06,34.944,2026-03-04T10:02:00.0000000+00:00
P03003,410322.17,5768321.00,59.129,2026-03-04T10:03:00.0000000+00:00
P03004,462856.21,5796568.40,10.842,2026-03-04T10:04:00.0000000+00:00
P03005,486174.77,5769092.83,12.335,2026-03-04T10:05:00.0000000+00:00
P03006,449952.52,5761284.13,67.319,2026-03-04T10:06:00.0000000+00:00
P03007,457566.05,5708776.71,78.865,2026-03-04T10:07:00.0000000+00:00
P03008,418698.54,5784196.56,61.691,2026-03-04T10:08:00.0000000+00:00
P03009,466395.23,5763551.95,80.364,2026-03-04T10:09:00.0000000+00:00
P03010,414465.20,5758064.20,4.884,2026-03-04T10:10:00.0000000+00:00
P03011,461877.05,5756567.16,50.862,2026-03-04T10:11:00.0000000+00:00
P03012,433124.97,5742702.36,38.604,2026-03-04T10:12:00.0000000+00:00
P03013,404156.91,5734463.10,19.569,2026-03-04T10:13:00.0000000+00:00
P03014,400071.29,5708955.99,15.904,2026-03-04T10:14:00.0000000+00:00
P03015,470030.54,5762671.24,88.552,2026-03-04T10:15:00.0000000+00:00
P03016,473847.37,5700771.20,8.821,2026-03-04T10:16:00.0000000+00:00
P03017,429947.02,5798432.97,20.710,2026-03-04T10:17:00.0000000+00:00
P03018,426419.29,5780563.03,82.986,2026-03-04T10:18:00.0000000+00:00
P03019,401982.04,5797947.01,18.752,2026-03-04T10:19:00.0000000+00:00
P03020,479467.61,5787934.66,41.021,2026-03-04T10:20:00.0000000+00:00
P03021,423605.08,5798206.87,56.056,2026-03-04T10:21:00.0000000+00:00
P03022,459710.83,5781294.52,72.200,2026-03-04T10:22:00.0000000+00:00
P03023,458502.02,5706799.37,66.872,2026-03-04T10:23:00.0000000+00:00
P03024,409876.66,5763061.64,20.944,2026-03-04T10:24:00.0000000+00:00
P03025,457267.72,5717325.25,36.479,2026-03-04T10:25:00.0000000+00:00
P03026,494195.63,5755376.96,66.148,2026-03-04T10:26:00.0000000+00:00
P03027,472825.38,5767422.74,39.075,2026-03-04T10:27:00.0000000+00:00
P03028,417339.49,5724307.77,38.179,2026-03-04T10:28:00.0000000+00:00
P03029,468420.41,5788355.00,50.796,2026-03-04T10:29:00.0000000+00:00
P03030,439053.59,5785430.03,27.898,2026-03-04T10:30:00.0000000+00:00
P03031,488283.34,5742915.33,52.162,2026-03-04T10:31:00.0000000+00:00
P03032,464712.62,5727839.91,58.346,2026-03-04T10:32:00.0000000+00:00
P03033,419868.34,5723604.55,42.732,2026-03-04T10:33:00.0000000+00:00
P03034,470103.79,5730092.99,51.993,2026-03-04T10:34:00.0000000+00:00
P03035,459581.93,5707568.75,51.147,2026-03-04T10:35:00.0000000+00:00
P03036,429408.69,5708714.77,78.091,2026-03-04T10:36:00.0000000+00:00
P03037,464649.83,5791509.08,11.804,2026-03-04T10:37:00.0000000+00:00
P03038,490092.76,5776446.53,72.213,2026-03-04T10:38:00.0000000+00:00
P03039,456079.83,5712871.12,30.508,2026-03-04T10:39:00.0000000+00:00
P03040,459751.88,5777028.43,66.645,2026-03-04T10:40:00.0000000+00:00
P03041,408716.89,5704920.13,56.960,2026-03-04T10:41:00.0000000+00:00
P03042,425903.42,5748251.14,81.627,2026-03-04T10:42:00.0000000+00:00
P03043,481696.62,5766264.49,8.806,2026-03-04T10:43:00.0000000+00:00
P03044,422894.05,5712777.86,17.737,2026-03-04T10:44:00.0000000+00:00
P03045,401872.17,5735338.57,16.977,2026-03-04T10:45:00.0000000+00:00
P03046,432170.21,5710205.26,89.241,2026-03-04T10:46:00.0000000+00:00
P03047,475521.76,5713908.80,25.384,2026-03-04T10:47:00.0000000+00:00
P03048,473077.41,5792710.50,27.716,2026-03-04T10:48:00.0000000+00:00
P03049,484544.10,5779589.96,18.679,2026-03-04T10:49:00.0000000+00:00
P03050,451808.22,5769405.31,10.453,2026-03-04T10:50:00.0000000+00:00
P03051,460729.67,5724463.50,74.697,2026-03-04T10:51:00.0000000+00:00
P03052,452509.54,5762775.42,66.323,2026-03-04T10:52:00.0000000+00:00
P03053,466762.42,5778010.74,11.779,2026-03-04T10:53:00.0000000+00:00
P03054,480996.51,5786658.63,66.077,2026-03-04T10:54:00.0000000+00:00
P03055,418189.35,5700395.42,67.768,2026-03-04T10:55:00.0000000+00:00
P03056,454719.44,5765773.68,17.598,2026-03-04T10:56:00.0000000+00:00
P03057,414020.22,5759438.22,87.757,2026-03-04T10:57:00.0000000+00:00
P03058,408835.42,5735971.47,26.781,2026-03-04T10:58:00.0000000+00:00
P03059,489922.77,5709316.91,45.595,2026-03-04T10:59:00.0000000+00:00
P03060,458707.97,5794638.16,29.464,2026-03-04T11:00:00.0000000+00:00
P03061,469376.10,5779659.85,78.298,2026-03-04T11:01:00.0000000+00:00
P03062,466530.98,5722865.18,54.905,2026-03-04T11:02:00.0000000+00:00
P03063,418501.58,5754069.10,49.309,2026-03-04T11:03:00.0000000+00:00
P03064,471754.70,5706217.22,47.975,2026-03-04T11:04:00.0000000+00:00
P03065,467511.63,5794091.06,8.226,2026-03-04T11:05:00.0000000+00:00
P03066,465195.97,5790323.13,48.874,2026-03-04T11:06:00.0000000+00:00
P03067,496093.22,5754985.06,72.313,2026-03-04T11:07:00.0000000+00:00
P03068,455297.71,5717242.18,65.921,2026-03-04T11:08:00.0000000+00:00
P03069,405436.47,5742107.63,40.613,2026-03-04T11:09:00.0000000+00:00
P03070,440205.47,5757884.82,16.241,2026-03-04T11:10:00.0000000+00:00
P03071,435730.60,5788385.00,47.629,2026-03-04T11:11:00.0000000+00:00
P03072,400232.05,5704496.66,13.320,2026-03-04T11:12:00.0000000+00:00
P03073,475968.65,5790149.74,60.806,2026-03-04T11:13:00.0000000+00:00
P03074,480356.48,5790289.01,0.620,2026-03-04T11:14:00.0000000+00:00
P03075,480541.01,5752299.28,65.064,2026-03-04T11:15:00.0000000+00:00
P03076,429526.14,5704453.30,63.204,2026-03-04T11:16:00.0000000+00:00
P03077,442990.55,5718765.54,16.674,2026-03-04T11:17:00.0000000+00:00
P03078,487661.38,5732991.10,78.793,2026-03-04T11:18:00.0000000+00:00
P03079,471228.65,5780208.77,1.696,2026-03-04T11:19:00.0000000+00:00
P03080,433875.33,5759431.26,17.514,2026-03-04T11:20:00.0000000+00:00
P03081,410690.71,5732674.98,33.007,2026-03-04T11:21:00.0000000+00:00
P03082,427551.45,5795183.69,28.118,2026-03-04T11:22:00.0000000+00:00
P03083,461840.26,5730222.22,12.620,2026-03-04T11:23:00.0000000+00:00
P03084,429040.70,5713795.72,51.074,2026-03-04T11:24:00.0000000+00:00
P03085,426210.52,5712329.34,87.366,2026-03-04T11:25:00.0000000+00:00
P03086,461060.16,5735406.67,39.472,2026-03-04T11:26:00.0000000+00:00
P03087,434804.89,5701646.32,74.425,2026-03-04T11:27:00.0000000+00:00
P03088,484195.01,5733512.68,13.755,2026-03-04T11:28:00.0000000+00:00
P03089,439461.11,5719525.97,87.492,2026-03-04T11:29:00.0000000+00:00
P03090,437673.37,5713569.25,64.848,2026-03-04T11:30:00.0000000+00:00
P03091,488448.92,5748203.58,7.152,2026-03-04T11:31:00.0000000+00:00
P03092,476447.94,5782543.82,79.246,2026-03-04T11:32:00.0000000+00:00
P03093,460406.96,5787888.71,79.561,2026-03-04T11:33:00.0000000+00:00
P03094,473934.57,5736809.36,85.858,2026-03-04T11:34:00.0000000+00:00
P03095,417098.63,5719324.86,26.057,2026-03-04T11:35:00.0000000+00:00
P03096,433671.09,5717715.16,39.897,2026-03-04T11:36:00.0000000+00:00
P03097,494364.25,5792973.18,82.208,2026-03-04T11:37:00.0000000+00:00
P03098,493055.56,5723057.94,33.004,2026-03-04T11:38:00.0000000+00:00
P03099,461346.66,5749046.57,46.140,2026-03-04T11:39:00.0000000+00:00
P03100,448073.51,5797475.62,37.449,2026-03-04T11:40:00.0000000+00:00
P03101,495889.90,5764922.76,44.784,2026-03-04T11:41:00.0000000+00:00
P03102,406972.43,5753061.98,69.630,2026-03-04T11:42:00.0000000+00:00
P03103,463173.55,5765950.15,39.388,2026-03-04T11:43:00.0000000+00:00
P03104,462822.22,5726709.18,22.631,2026-03-04T11:44:00.0000000+00:00
P03105,456744.76,5758282.03,61.920,2026-03-04T11:45:00.0000000+00:00
P03106,492292.32,5784172.48,20.016,2026-03-04T11:46:00.0000000+00:00
P03107,455971.16,5707170.44,79.933,2026-03-04T11:47:00.0000000+00:00
P03108,447424.63,5789581.85,84.956,2026-03-04T11:48:00.0000000+00:00
P03109,448061.32,5708044.58,89.192,2026-03-04T11:49:00.0000000+00:00
P03110,418206.77,5765450.01,18.730,2026-03-04T11:50:00.0000000+00:00
P03111,420147.03,5774953.61,5.448,2026-03-04T11:51:00.0000000+00:00
P03112,478916.15,5733224.64,53.273,2026-03-04T11:52:00.0000000+00:00
P03113,431655.18,5734397.33,64.615,2026-03-04T11:53:00.0000000+00:00
P03114,473594.70,5781998.62,50.365,2026-03-04T11:54:00.0000000+00:00
P03115,484002.33,5732539.64,26.453,2026-03-04T11:55:00.0000000+00:00
P03116,436179.54,5796295.34,22.845,2026-03-04T11:56:00.0000000+00:00
P03117,418374.86,5757398.44,6.791,2026-03-04T11:57:00.0000000+00:00
P03118,462433.83,5772214.80,24.813,2026-03-04T11:58:00.0000000+00:00
P03119,484803.84,5705637.03,25.492,2026-03-04T11:59:00.0000000+00:00
P03120,491063.57,5747624.38,69.721,2026-03-04T12:00:00.0000000+00:00
P03121,412284.13,5785266.87,25.057,2026-03-04T12:01:00.0000000+00:00
P03122,431075.97,5793715.49,13.850,2026-03-04T12:02:00.0000000+00:00
P03123,404200.28,5763747.02,0.719,2026-03-04T12:03:00.0000000+00:00
P03124,464316.03,5706649.51,72.450,2026-03-04T12:04:00.0000000+00:00
P03125,439721.32,5726072.47,38.669,2026-03-04T12:05:00.0000000+00:00
P03126,436970.79,5709395.85,29.930,2026-03-04T12:06:00.0000000+00:00
P03127,493867.74,5755601.66,44.294,2026-03-04T12:07:00.0000000+00:00
P03128,487591.35,5769819.20,89.993,2026-03-04T12:08:00.0000000+00:00
P03129,485472.88,5757333.75,66.736,2026-03-04T12:09:00.0000000+00:00
P03130,465535.61,5733778.40,43.958,2026-03-04T12:10:00.0000000+00:00
P03131,479646.83,5754500.26,11.350,2026-03-04T12:11:00.0000000+00:00
P03132,475609.18,5796362.70,8.256,2026-03-04T12:12:00.0000000+00:00
P03133,416300.97,5753731.77,57.451,2026-03-04T12:13:00.0000000+00:00
P03134,475205.19,5732675.26,55.548,2026-03-04T12:14:00.0000000+00:00
P03135,409622.61,5705845.35,17.714,2026-03-04T12:15:00.0000000+00:00
P03136,459315.53,5726424.59,78.655,2026-03-04T12:16:00.0000000+00:00
P03137,474946.60,5722170.34,40.806,2026-03-04T12:17:00.0000000+00:00
